"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2020,157116146,130209495,27,"C",18,,""
2020,157109962,130215553,49,"C",20,,"F"
2020,157110036,130215601,11,"C",2,,""
2020,157116253,130209605,5,"C",25,,""
2020,157110187,130209684,5,"C",20,,""
2020,157116347,130209684,47,"C",20,,""
2020,157116403,130215797,14,"C",20,,""
2020,157116401,130215797,45,"C",20,,""
2020,157110242,130209726,23,"C",8,,""
2020,157110244,130209732,16,"C",13,,""
2020,157116431,130209732,35,"C",13,,""
2020,157116505,130209768,51,"C",22,,""
2020,157110325,130215898,51,"C",20,,""
2020,157110351,130209831,47,"C",20,,""
2020,157110380,130215962,51,"C",20,,""
2020,157110410,130209874,5,"C",20,,""
2020,157110479,130209929,35,"C",13,,""
2020,157110522,130209961,51,"C",20,,""
2020,157110539,130216113,45,"C",46,,""
2020,157116808,130216132,45,"C",20,,""
2020,157116878,130216158,51,"C",18,,""
2020,157116882,130210025,23,"C",12,,""
2020,157110632,130216221,45,"C",20,,""
2020,157117035,130210129,23,"C",12,,""
2020,157117044,130216303,39,"C",13,,""
2020,157110730,130216315,45,"C",18,,""
2020,157110738,130210156,45,"C",12,,""
2020,157117078,130216333,44,"C",20,,""
2020,157110864,130216449,47,"C",20,,""
2020,157117234,130216462,16,"C",18,,""
2020,157110912,130216510,44,"C",20,,""
2020,157110919,130210303,51,"C",18,,""
2020,157117272,130210297,5,"C",20,,""
2020,157110998,130216583,21,"C",20,,""
2020,157111063,130216640,5,"C",20,,""
2020,157117494,130216688,51,"C",20,,""
2020,157117602,130216789,44,"C",13,,""
2020,157121364,130210622,45,"C",25,,""
2020,157121365,130210622,49,"C",25,,"F"
2020,157118004,130217116,27,"C",20,,""
2020,157118088,130217196,47,"C",20,,""
2020,157121540,130217196,49,"C",20,,"F"
2020,157121569,130217216,23,"C",8,,""
2020,157121570,130217225,45,"C",20,,""
2020,157121585,130217245,16,"C",15,,""
2020,157118181,130217251,27,"C",13,,""
2020,157118186,130210833,51,"C",20,,""
2020,157121630,130217300,16,"C",13,,""
2020,157118358,130210946,44,"C",11,,""
2020,157118365,130210957,16,"C",13,,""
2020,157121730,130210957,35,"C",13,,""
2020,157118375,130217431,45,"C",12,,""
2020,157118493,130211033,51,"C",20,,""
2020,157121865,130211052,49,"C",20,,"F"
2020,157118541,130217559,5,"C",20,,""
2020,157118573,130211098,35,"C",13,,""
2020,157121905,130211098,16,"C",13,,""
2020,157122126,130221275,47,"C",20,,""
2020,157122143,130217846,44,"C",13,,""
2020,157122199,130217911,45,"C",25,,""
2020,157122293,130218001,44,"C",20,,""
2020,157122254,130218012,45,"C",20,,""
2020,157119097,130221431,51,"C",20,,""
2020,157122343,130221459,45,"C",20,,""
2020,157119149,130218077,45,"C",20,,""
2020,157122356,130218086,47,"C",20,,""
2020,157119261,130221531,51,"C",20,,""
2020,157119292,130218190,35,"C",14,,""
2020,157119408,130218287,51,"C",20,,""
2020,157119425,130218299,62,"C",10,,""
2020,157119543,130218405,5,"C",20,,""
2020,157119620,130221769,5,"C",20,,""
2020,157119626,130218484,28,"C",20,,""
2020,157119642,130218498,51,"C",20,,""
2020,157122746,130221809,16,"C",10,,""
2020,157119663,130221809,35,"C",10,,""
2020,157119696,130218543,49,"C",20,,"F"
2020,157119695,130218543,47,"C",20,,""
2020,157119736,130221849,27,"C",20,,""
2020,157122796,130221856,44,"C",20,,""
2020,157119764,130221872,47,"C",20,,""
2020,157119787,130218614,51,"C",20,,""
2020,157122929,130218728,49,"C",20,,"F"
2020,157122987,130222017,16,"C",13,,""
2020,157122986,130222017,35,"C",13,,""
2020,157123091,130218918,27,"C",20,,""
2020,157123090,130218918,51,"C",20,,""
2020,157120179,130218935,21,"C",13,,""
2020,157123144,130218971,21,"C",20,,""
2020,157120317,130219044,45,"C",18,,""
2020,157123229,130219071,29,"C",20,,""
2020,157120326,130219071,47,"C",25,,""
2020,157120439,130219155,41,"C",13,,""
2020,157120437,130219155,28,"C",13,,""
2020,157120489,130222324,45,"C",12,,""
2020,157120606,130219299,49,"C",19,1,"F"
2020,157120605,130219299,45,"C",19,,""
2020,157123472,130219304,51,"C",20,,""
2020,157123494,130219320,47,"C",20,,""
2020,157120663,130219336,39,"C",13,,""
2020,157123530,130222427,28,"C",13,,""
2020,157123529,130222427,16,"C",13,,""
2020,157120684,130222427,35,"C",13,,""
2020,157120700,130222439,5,"C",15,,""
2020,157123618,130219453,45,"C",20,,""
2020,157123619,130219453,49,"C",20,,"F"
2020,157120830,130219497,47,"C",20,,""
2020,157120879,130222552,51,"C",13,,""
2020,157123713,130219563,44,"C",20,,""
2020,157120942,130219590,45,"C",18,,""
2020,157123782,130222631,44,"C",20,,""
2020,157123789,130219639,35,"C",13,,""
2020,157121049,130219692,5,"C",40,,""
2020,157126223,130222769,47,"C",20,,""
2020,157123990,130219860,51,"C",13,,""
2020,157123995,130219877,51,"C",20,,""
2020,157126375,130219957,45,"C",20,,""
2020,157126662,130223058,28,"C",20,,""
2020,157126668,130223058,47,"C",20,,""
2020,157126669,130223058,49,"C",20,,"N"
2020,157124377,130220226,21,"C",20,,""
2020,157126736,130220238,51,"C",20,,""
2020,157126904,130220397,51,"C",20,,""
2020,157127238,130220657,49,"C",20,,"F"
2020,157124790,130220666,51,"C",13,,""
2020,157127275,130220683,41,"C",20,,""
2020,157127276,130220683,21,"C",20,,""
2020,157127279,130220683,47,"C",20,,""
2020,157127329,130223442,51,"C",20,,""
2020,157127378,130223464,51,"C",20,,""
2020,157115778,130215254,21,"C",20,,""
2020,157109736,130215328,16,"C",13,,""
2020,157115949,130215372,49,"C",20,,"F"
2020,157116053,130215480,16,"C",20,,""
2020,157109970,130209497,45,"C",24,,""
2020,157109984,130215557,5,"C",22,,""
2020,157116351,130215741,47,"C",20,,""
2020,157110272,130215829,51,"C",20,,""
2020,157110301,130215873,44,"C",17,,""
2020,157116564,130215926,51,"C",13,,""
2020,157110438,130209898,27,"C",5,,""
2020,157116744,130216059,17,"C",12,,""
2020,157116747,130216061,44,"C",10,,""
2020,157116777,130209958,5,"C",5,,""
2020,157116846,130216157,51,"C",20,,""
2020,157116975,130210083,23,"C",12,,""
2020,157110675,130216274,36,"C",20,,""
2020,157110716,130216310,16,"C",13,,""
2020,157117041,130216310,39,"C",13,,""
2020,157117042,130216310,35,"C",13,,""
2020,157117069,130210158,44,"C",20,,""
2020,157117210,130210247,27,"C",20,,""
2020,157117284,130210295,21,"C",13,,""
2020,157117291,130210299,45,"C",46,,""
2020,157110964,130216558,44,"C",25,,""
2020,157117364,130216585,11,"C",8,,""
2020,157117416,130216624,45,"C",18,,""
2020,157111060,130210414,21,"C",7,,""
2020,157117471,130210427,46,"C",13,,""
2020,157117470,130210427,35,"C",13,,""
2020,157117595,130216787,20,"C",18,,""
2020,157117616,130216799,51,"C",18,,""
2020,157117663,130216843,47,"C",20,,""
2020,157121265,130210552,51,"C",20,,""
2020,157117678,130216861,45,"C",10,,""
2020,157121275,130216868,21,"C",20,,""
2020,157117767,130210598,39,"C",13,,""
2020,157121337,130216940,49,"C",5,,"F"
2020,157121335,130216940,45,"C",5,,""
2020,157117812,130216967,14,"C",20,,""
2020,157117809,130216967,45,"C",20,,""
2020,157117822,130210623,51,"C",20,,""
2020,157117865,130217014,5,"C",15,,""
2020,157121405,130217039,27,"C",13,,""
2020,157117918,130217055,16,"C",13,,""
2020,157117916,130217055,35,"C",13,,""
2020,157121426,130217068,27,"C",13,,""
2020,157121440,130210698,23,"C",8,,""
2020,157118044,130217133,27,"C",13,,""
2020,157118049,130210748,41,"C",20,,""
2020,157121574,130210809,45,"C",20,,""
2020,157118170,130217246,45,"C",20,,""
2020,157118171,130217246,49,"C",20,,"N"
2020,157121601,130217259,14,"C",20,,""
2020,157118192,130217268,21,"C",20,,""
2020,157118381,130217428,35,"C",13,,""
2020,157118435,130217480,11,"C",12,,""
2020,157121800,130217505,5,"C",20,,""
2020,157118477,130217514,16,"C",13,,""
2020,157121810,130217514,35,"C",13,,""
2020,157121897,130217572,16,"C",13,,""
2020,157121896,130217572,35,"C",13,,""
2020,157121941,130217620,28,"C",18,,""
2020,157118635,130217652,51,"C",20,,""
2020,157118708,130221172,51,"C",20,,""
2020,157122226,130217916,45,"C",20,,""
2020,157122241,130217939,49,"C",20,,"N"
2020,157122271,130221402,35,"C",20,,""
2020,157119038,130221402,16,"C",20,,""
2020,157119133,130221451,51,"C",20,,""
2020,157122396,130221502,27,"C",20,,""
2020,157119360,130221587,45,"C",25,,""
2020,157119444,130218321,39,"C",13,,""
2020,157119445,130218321,16,"C",13,,""
2020,157119618,130221774,14,"C",18,,""
2020,157119644,130221786,51,"C",20,,""
2020,157119684,130218534,51,"C",20,,""
2020,157119720,130218556,51,"C",20,,""
2020,157122778,130218567,51,"C",20,,""
2020,157119861,130218677,5,"C",20,,""
2020,157120038,130218805,51,"C",20,,""
2020,157120135,130218893,45,"C",20,,""
2020,157120133,130218893,41,"C",20,,""
2020,157120196,130222119,63,"C",20,,""
2020,157120229,130218977,62,"C",10,,""
2020,157120230,130218981,49,"C",20,,"F"
2020,157120303,130219029,45,"C",20,,""
2020,157120324,130222208,5,"C",24,,""
2020,157123250,130219073,27,"C",20,,""
2020,157123254,130219087,27,"C",7,,""
2020,157123289,130219119,16,"C",13,,""
2020,157123317,130219150,63,"C",25,,""
2020,157123457,130219272,44,"C",25,,""
2020,157123509,130219334,5,"C",20,,""
2020,157120655,130219374,5,"C",20,,""
2020,157120759,130222463,51,"C",20,,""
2020,157120792,130219475,29,"C",20,,""
2020,157121050,130219694,45,"C",22,,""
2020,157121162,130222732,27,"C",20,,""
2020,157126179,130219795,16,"C",18,,""
2020,157121171,130219795,35,"C",18,,""
2020,157123958,130219843,47,"C",20,,""
2020,157124003,130219879,45,"C",6,,""
2020,157124022,130219895,51,"C",20,,""
2020,157124055,130219935,45,"C",20,,""
2020,157124110,130222898,44,"C",20,,""
2020,157126430,130220003,44,"C",20,,""
2020,157124126,130220019,45,"C",20,,""
2020,157126494,130220055,5,"C",4,,""
2020,157126495,130220055,49,"C",4,,"F"
2020,157124174,130220055,45,"C",4,,""
2020,157124203,130220075,49,"C",20,,"F"
2020,157124200,130220075,47,"C",20,,""
2020,157124198,130220075,5,"C",20,,""
2020,157126568,130222981,39,"C",20,,""
2020,157124259,130222986,51,"C",20,,""
2020,157124269,130220138,27,"C",13,,""
2020,157126642,130223045,49,"C",20,,"N"
2020,157126660,130220182,47,"C",20,,""
2020,157126674,130220182,49,"C",20,,"F"
2020,157124404,130220255,14,"C",20,,""
2020,157126832,130220316,51,"C",7,,""
2020,157124484,130223159,23,"C",23,,""
2020,157126880,130220375,49,"A",20,,"F"
2020,157126908,130220419,28,"C",20,,""
2020,157126906,130220419,5,"C",25,,""
2020,157124545,130220419,45,"C",20,,""
2020,157126958,130220452,45,"C",25,,""
2020,157124638,130220523,44,"C",20,,""
2020,157127137,130223322,5,"C",20,,""
2020,157124715,130220601,27,"C",20,,""
2020,157124714,130220601,51,"C",20,,""
2020,157124736,130223337,45,"C",20,,""
2020,157124770,130223369,49,"C",25,,"F"
2020,157124769,130223369,45,"C",25,,""
2020,157124907,130223474,5,"C",20,,""
2020,157127489,130223527,35,"C",20,,""
2020,157127491,130223527,16,"C",20,,""
2020,157109884,130215460,27,"C",20,,""
2020,157116021,130209400,51,"C",12,,""
2020,157116183,130215603,5,"C",40,,""
2020,157116184,130215603,51,"C",40,,""
2020,157110053,130209563,51,"C",20,,""
2020,157110281,130215846,27,"C",20,,""
2020,157110295,130209760,21,"C",13,,""
2020,157116540,130215907,51,"C",20,,""
2020,157116604,130215947,51,"C",20,,""
2020,157110363,130215954,45,"C",21,,""
2020,157110454,130216028,5,"C",20,,""
2020,157116729,130216041,51,"C",20,,""
2020,157116918,130216189,44,"C",14,,""
2020,157116981,130216247,45,"C",20,,""
2020,157110696,130210127,5,"C",11,,""
2020,157110950,130216529,45,"C",7,,""
2020,157110954,130216554,51,"C",20,,""
2020,157117350,130210348,44,"C",22,,""
2020,157117384,130216604,7,"C",20,,""
2020,157111009,130216604,45,"C",20,,""
2020,157111010,130216604,47,"C",20,,""
2020,157117402,130216616,63,"C",20,,""
2020,157117419,130210392,23,"C",12,,""
2020,157117532,130216722,51,"C",20,,""
2020,157117745,130216915,44,"C",20,,""
2020,157121385,130210641,21,"C",13,,""
2020,157117898,130210652,44,"C",21,,""
2020,157117957,130217076,51,"C",20,,""
2020,157118081,130217174,45,"C",20,,""
2020,157118115,130210792,45,"C",20,,""
2020,157121560,130210798,51,"C",20,,""
2020,157118207,130217292,47,"C",20,,""
2020,157118210,130217292,49,"C",20,,"N"
2020,157121648,130217320,35,"C",13,,""
2020,157121649,130217320,16,"C",13,,""
2020,157118311,130210908,39,"C",25,,""
2020,157121692,130217378,5,"C",20,,""
2020,157121699,130217384,3,"C",20,,""
2020,157118436,130217476,39,"C",13,,""
2020,157118439,130217476,35,"C",13,,""
2020,157118460,130211008,51,"C",20,,""
2020,157121804,130217506,51,"C",20,,""
2020,157118482,130211025,35,"C",15,,""
2020,157121816,130211025,16,"C",15,,""
2020,157121843,130217536,16,"C",22,,""
2020,157121856,130217546,11,"C",7,,""
2020,157121853,130211068,49,"C",19,1,"F"
2020,157118536,130211072,16,"C",13,,""
2020,157121867,130211076,49,"C",36,,"F"
2020,157118670,130221156,5,"C",25,,""
2020,157118717,130221194,45,"C",20,,""
2020,157118743,130217737,51,"C",13,,""
2020,157122065,130221226,35,"C",13,,""
2020,157118769,130221226,16,"C",13,,""
2020,157122095,130217791,16,"C",13,,""
2020,157122092,130217791,35,"C",13,,""
2020,157118987,130217961,35,"C",13,,""
2020,157119058,130218011,16,"C",13,,""
2020,157122300,130218016,49,"C",20,,"F"
2020,157119213,130221498,2,"C",25,,""
2020,157119221,130218141,5,"C",20,,""
2020,157119287,130221546,44,"C",18,,""
2020,157122443,130221550,49,"C",20,,"F"
2020,157119320,130218222,47,"C",20,,""
2020,157119322,130221579,16,"C",13,,""
2020,157122467,130221579,28,"C",13,,""
2020,157119321,130221579,35,"C",13,,""
2020,157122500,130218257,35,"C",13,,""
2020,157119371,130218257,16,"C",13,,""
2020,157119411,130221617,7,"C",20,,""
2020,157122565,130221640,7,"C",33,,""
2020,157119451,130218340,45,"C",20,,""
2020,157119470,130218354,27,"C",20,,""
2020,157122607,130218365,14,"C",20,,""
2020,157122644,130218425,5,"C",20,,""
2020,157122737,130218503,51,"C",20,,""
2020,157122747,130221806,27,"C",20,,""
2020,157122750,130221812,21,"C",20,,""
2020,157119691,130218537,51,"C",20,,""
2020,157119721,130218558,51,"C",46,,""
2020,157119749,130218589,47,"C",20,,""
2020,157119755,130218595,16,"C",13,,""
2020,157119848,130218666,23,"C",20,,""
2020,157119858,130218675,16,"C",13,,""
2020,157119856,130218675,39,"C",13,,""
2020,157122881,130218683,62,"C",20,,""
2020,157119932,130218731,23,"C",8,,""
2020,157119973,130218755,11,"C",7,,""
2020,157120048,130222024,51,"C",20,,""
2020,157120061,130218828,16,"C",18,,""
2020,157120071,130218835,23,"C",7,,""
2020,157120099,130218865,51,"C",20,,""
2020,157123051,130218871,23,"C",7,,""
2020,157120199,130222120,49,"C",20,,"F"
2020,157120264,130219012,45,"C",22,,""
2020,157120315,130222199,49,"C",20,,"F"
2020,157120325,130222204,21,"C",20,,""
2020,157120311,130219059,27,"C",20,,""
2020,157120350,130219063,27,"C",20,,""
2020,157123261,130222234,62,"C",20,,""
2020,157120434,130222276,16,"C",13,,""
2020,157123328,130219164,45,"C",20,,""
2020,157123376,130219196,44,"C",1,,""
2020,157123415,130222352,21,"C",11,,""
2020,157123482,130219309,41,"C",25,,""
2020,157120668,130219344,44,"C",18,,""
2020,157120651,130222414,49,"C",20,,"N"
2020,157120649,130222414,47,"C",20,,""
2020,157123517,130222420,51,"C",18,,""
2020,157120690,130222425,11,"C",21,,""
2020,157120689,130222425,2,"C",21,,""
2020,157123627,130219464,39,"C",13,,""
2020,157120858,130219520,51,"C",20,,""
2020,157120873,130219537,49,"C",19,1,"F"
2020,157123723,130219570,51,"C",20,,""
2020,157123800,130219658,21,"C",20,,""
2020,157121023,130219669,63,"C",20,,""
2020,157121114,130219740,21,"C",20,,""
2020,157123888,130219758,51,"C",13,,""
2020,157123947,130219835,44,"C",20,,""
2020,157123950,130222772,21,"C",13,,""
2020,157126243,130219840,44,"C",20,,""
2020,157126248,130219859,16,"C",13,,""
2020,157126245,130219859,35,"C",13,,""
2020,157126304,130222815,51,"C",20,,""
2020,157124000,130219892,21,"C",20,,""
2020,157124068,130219941,7,"C",13,,""
2020,157126379,130219952,16,"C",13,,""
2020,157126426,130222901,49,"C",20,,"F"
2020,157126623,130220154,44,"C",20,,""
2020,157124396,130220252,49,"C",20,,"F"
2020,157126851,130223170,21,"C",13,,""
2020,157124495,130223170,20,"C",13,,""
2020,157124508,130223180,16,"C",18,,""
2020,157126864,130223180,28,"C",18,,""
2020,157126965,130220450,35,"C",13,,""
2020,157127097,130220558,35,"C",20,,""
2020,157124681,130220558,16,"C",20,,""
2020,157124699,130220578,16,"C",20,,""
2020,157127225,130220650,5,"C",20,,""
2020,157124888,130220780,45,"C",23,,""
2020,157127411,130223479,47,"C",20,,""
2020,157127470,130220836,45,"C",20,,""
2020,157127480,130223519,27,"C",20,,""
2020,157127500,130220857,51,"C",20,,""
2020,157127509,130223530,27,"C",13,,""
2020,157127513,130220866,44,"C",18,,""
2020,157121663,130217348,49,"C",20,,"F"
2020,157121683,130217369,35,"C",14,,""
2020,157121684,130217369,16,"C",14,,""
2020,157121725,130217405,41,"C",2,,""
2020,157121757,130210971,5,"C",18,,""
2020,157121807,130217511,51,"C",20,,""
2020,157118511,130211070,16,"C",23,,""
2020,157121847,130211070,39,"C",23,,""
2020,157118510,130211070,35,"C",23,,""
2020,157121914,130217598,51,"C",20,,""
2020,157121898,130217598,5,"C",20,,""
2020,157118646,130217666,49,"C",20,,"N"
2020,157118836,130217823,16,"C",18,,""
2020,157118863,130221288,23,"C",8,,""
2020,157118984,130221361,51,"C",20,,""
2020,157122250,130221367,51,"C",22,,""
2020,157122237,130217950,23,"C",24,,""
2020,157122282,130217994,16,"C",13,,""
2020,157122280,130217994,35,"C",13,,""
2020,157119131,130218058,51,"C",20,,""
2020,157122384,130218121,44,"C",20,,""
2020,157122457,130218209,5,"C",20,,""
2020,157119314,130221562,27,"C",20,,""
2020,157119370,130218256,27,"C",20,,""
2020,157119375,130221599,51,"C",20,,""
2020,157119458,130218332,51,"C",20,,""
2020,157119462,130221657,45,"C",20,,""
2020,157122648,130221721,44,"C",20,,""
2020,157119627,130221775,36,"C",20,,""
2020,157119660,130221803,20,"C",20,,""
2020,157122753,130221813,5,"C",34,,""
2020,157119677,130221813,45,"C",34,,""
2020,157122815,130218598,44,"C",20,,""
2020,157122824,130221876,35,"C",13,,""
2020,157119785,130221886,27,"C",20,,""
2020,157119797,130221894,49,"C",20,,"F"
2020,157119804,130218627,44,"C",13,,""
2020,157122844,130218637,35,"C",13,,""
2020,157119814,130218637,16,"C",13,,""
2020,157122884,130218687,45,"C",20,,""
2020,157119992,130218776,16,"C",13,,""
2020,157119995,130218776,51,"C",13,,""
2020,157122956,130218776,35,"C",13,,""
2020,157123001,130218822,16,"C",20,,""
2020,157120068,130218833,5,"C",18,,""
2020,157120089,130218855,51,"C",20,,""
2020,157123109,130222106,23,"C",12,,""
2020,157120181,130222111,51,"C",20,,""
2020,157120203,130218953,45,"C",7,,""
2020,157120228,130222144,51,"C",20,,""
2020,157123168,130222151,47,"C",20,,""
2020,157123221,130222198,51,"C",20,,""
2020,157120488,130222316,51,"C",20,,""
2020,157120501,130219242,16,"C",38,,""
2020,157120500,130219242,35,"C",38,,""
2020,157123431,130222350,16,"C",4,,""
2020,157123462,130222366,51,"C",20,,""
2020,157120589,130219292,51,"C",20,,""
2020,157120543,130222363,23,"C",8,,""
2020,157123511,130219349,16,"C",20,,""
2020,157123576,130219411,47,"C",20,,""
2020,157123578,130219418,5,"C",13,,""
2020,157123558,130219417,47,"C",20,,""
2020,157120796,130222505,47,"C",20,,""
2020,157120767,130219455,5,"C",20,,""
2020,157120824,130219494,14,"C",18,,""
2020,157120823,130219494,45,"C",18,,""
2020,157120847,130219509,51,"C",13,,""
2020,157120846,130219509,5,"C",13,,""
2020,157123707,130219577,28,"C",23,,""
2020,157123753,130219600,49,"C",8,,"N"
2020,157123804,130222648,46,"C",8,,""
2020,157123809,130219667,16,"C",13,,""
2020,157123808,130219667,35,"C",13,,""
2020,157121082,130219710,45,"C",2,,""
2020,157123862,130219723,39,"C",13,,""
2020,157123863,130219723,16,"C",13,,""
2020,157121159,130222734,27,"C",20,,""
2020,157123917,130219794,49,"C",20,,"F"
2020,157126184,130222747,5,"C",16,,""
2020,157126236,130222824,51,"C",20,,""
2020,157124958,130223531,44,"C",20,,""
2020,157127511,130220865,27,"C",20,,""
2020,157127508,130220862,27,"C",20,,""
2020,157127520,130220872,27,"C",20,,""
2020,157127502,130220859,51,"C",10,,""
2020,157127517,130220871,44,"C",20,,""
2020,157127536,130220882,5,"C",13,,""
2020,157124966,130220882,27,"C",13,,""
2020,157124961,130220868,27,"C",20,,""
2020,157127521,130220873,44,"C",20,,""
2020,157127537,130220883,27,"C",20,,""
2020,157110169,130215719,35,"C",13,,""
2020,157110098,130215653,41,"C",23,,""
2020,157116322,130215719,16,"C",13,,""
2020,157110300,130209774,35,"C",13,,""
2020,157116535,130209782,51,"C",21,,""
2020,157110482,130216055,51,"C",20,,""
2020,157110594,130216170,51,"C",20,,""
2020,157116903,130216186,11,"C",7,,""
2020,157110658,130210103,35,"C",13,,""
2020,157116986,130210103,16,"C",13,,""
2020,157117054,130216307,51,"C",20,,""
2020,157110736,130210155,35,"C",13,,""
2020,157110737,130210155,16,"C",13,,""
2020,157110840,130216426,16,"C",20,,""
2020,157117269,130216483,51,"C",20,,""
2020,157117320,130216533,14,"C",20,,""
2020,157110955,130216533,45,"C",20,,""
2020,157117467,130216670,47,"C",20,,""
2020,157117468,130216670,49,"C",20,,"N"
2020,157111127,130216709,11,"C",2,,""
2020,157111129,130216744,45,"C",20,,""
2020,157117598,130210513,21,"C",20,,""
2020,157117945,130210678,45,"C",20,,""
2020,157121475,130210716,29,"C",20,,""
2020,157121678,130217366,27,"C",20,,""
2020,157118337,130210941,44,"C",20,,""
2020,157121735,130210958,51,"C",20,,""
2020,157118526,130211058,5,"C",20,,""
2020,157118563,130211089,16,"C",13,,""
2020,157118562,130211089,35,"C",13,,""
2020,157118599,130221120,45,"C",20,,""
2020,157118623,130217645,5,"C",20,,""
2020,157118969,130221353,51,"C",20,,""
2020,157122331,130221448,21,"C",30,,""
2020,157122341,130218069,51,"C",18,,""
2020,157119196,130218124,44,"C",20,,""
2020,157119253,130221528,51,"C",20,,""
2020,157119383,130218273,5,"C",20,,""
2020,157119450,130221658,51,"C",20,,""
2020,157122608,130218367,45,"C",7,,""
2020,157119523,130218390,45,"C",20,,""
2020,157119536,130218398,51,"C",20,,""
2020,157122657,130221724,45,"C",20,,""
2020,157122660,130221741,51,"C",20,,""
2020,157119598,130221750,51,"C",20,,""
2020,157119645,130218497,47,"C",20,,""
2020,157119649,130221793,5,"C",20,,""
2020,157122749,130218520,44,"C",20,,""
2020,157122773,130218560,51,"C",20,,""
2020,157119771,130218607,63,"C",20,,""
2020,157122893,130221945,5,"C",18,,""
2020,157119958,130218740,51,"C",20,,""
2020,157122954,130218770,51,"C",13,,""
2020,157122959,130221987,5,"C",14,,""
2020,157122972,130218790,5,"C",20,,""
2020,157120047,130218815,14,"C",22,,""
2020,157120129,130222072,51,"C",25,,""
2020,157123240,130219064,27,"C",10,,""
2020,157120390,130222243,49,"C",20,,"F"
2020,157123273,130222243,45,"C",20,,""
2020,157123272,130222243,5,"C",20,,""
2020,157123361,130219182,63,"C",20,,""
2020,157123384,130219188,5,"C",18,,""
2020,157120562,130219266,35,"C",13,,""
2020,157123445,130219266,16,"C",13,,""
2020,157120572,130222370,27,"C",20,,""
2020,157120680,130219362,45,"C",14,,""
2020,157120694,130219373,27,"C",20,,""
2020,157123556,130222437,16,"C",13,,""
